城市,日期,最高温度,最低温度,白天天气状况,晚间天气状况,风向,风力,风速(公里/小时),相对湿度,降水量,紫外线强度指数,能见度(公里)
南通,2020-01-04,11,5,多云,多云,东北风,3-4,20,81,0.0,1,25
南通,2020-01-05,12,11,小雨,小雨,东风,4-5,30,90,0.0,2,24
南通,2020-01-06,19,10,小雨,小雨,南风,4-5,31,97,0.0,2,24
南通,2020-01-07,21,4,小雨,小雨,西风,5-6,37,79,1.0,0,24
南通,2020-01-08,7,2,多云,多云,西北风,5-6,35,80,0.0,1,25
南通,2020-01-09,6,3,多云,多云,东北风,3-4,22,77,0.0,3,25
南通,2020-01-10,11,4,小雨,中雨,东北风,3-4,13,92,5.1,1,12
扬州,2020-01-04,11,4,阴,小雨,东风,1-2,2,80,0.0,2,24
扬州,2020-01-05,12,7,小雨,小雨,东南风,1-2,1,97,1.0,1,15
扬州,2020-01-06,14,9,小雨,小雨,西南风,3-4,22,98,1.0,0,17
扬州,2020-01-07,13,2,小雨,多云,西风,1-2,1,81,0.0,1,24
扬州,2020-01-08,6,0,多云,多云,北风,1-2,6,80,0.0,3,25
扬州,2020-01-09,6,1,多云,阴,东北风,1-2,1,82,0.0,3,25
扬州,2020-01-10,8,2,小雨,中雨,东北风,1-2,3,95,5.1,1,22
盐城,2020-01-04,10,4,晴,多云,东北风,1-2,10,82,0.0,6,25
盐城,2020-01-05,10,9,小雨,小雨,东风,1-2,9,97,0.0,1,18
盐城,2020-01-06,13,9,小雨,小雨,西南风,1-2,2,95,1.0,1,9
盐城,2020-01-07,9,2,中雨,小雨,北风,1-2,3,81,1.8,1,24
盐城,2020-01-08,5,1,多云,多云,北风,1-2,7,84,0.0,3,25
盐城,2020-01-09,6,2,多云,阴,东北风,1-2,1,80,0.0,3,25
盐城,2020-01-10,8,2,阴,小雨,东北风,1-2,4,95,2.1,1,18
徐州,2020-01-04,10,0,多云,小雨,东风,1-2,2,72,0.0,2,13
徐州,2020-01-05,6,4,中雨,小雨,东风,1-2,11,95,2.7,1,17
徐州,2020-01-06,8,4,中雨,中雨,北风,1-2,11,93,5.1,1,6
徐州,2020-01-07,6,-1,中雨,小雨,北风,1-2,2,78,5.1,1,24
徐州,2020-01-08,4,1,多云,多云,北风,1-2,7,66,0.0,3,13
徐州,2020-01-09,3,0,多云,多云,东风,1-2,2,81,0.0,3,24
徐州,2020-01-10,6,4,多云,阵雨,东北风,1-2,2,94,1.0,1,21
淮安,2020-01-04,11,4,多云,多云,东风,1-2,7,76,0.0,2,24
淮安,2020-01-05,8,6,小雨,中雨,东风,1-2,6,97,1.0,1,15
淮安,2020-01-06,11,6,小雨,中雨,南风,1-2,8,93,1.0,2,10
淮安,2020-01-07,7,-1,中雨,小雨,北风,1-2,4,82,0.0,1,24
淮安,2020-01-08,5,-1,多云,多云,北风,1-2,1,78,0.0,3,25
淮安,2020-01-09,4,1,阴,阴,东北风,1-2,11,88,0.0,3,25
淮安,2020-01-10,5,2,阴,小雨,东北风,1-2,4,96,1.8,1,19
连云港,2020-01-04,10,0,多云,阴,东北风,1-2,8,77,0.0,0,25
连云港,2020-01-05,8,5,小雨,中雨,东风,1-2,3,94,0.0,1,24
连云港,2020-01-06,10,6,中雨,中雨,东北风,1-2,6,94,6.3,1,10
连云港,2020-01-07,7,1,中雨,小雨,北风,1-2,2,79,0.0,1,24
连云港,2020-01-08,6,-1,多云,多云,北风,1-2,9,72,0.0,3,25
连云港,2020-01-09,4,2,多云,多云,东北风,1-2,5,82,0.0,3,25
连云港,2020-01-10,7,0,多云,雨夹雪,东北风,1-2,3,94,0.0,1,22
常州,2020-01-04,8,5,阴,阴,东北风,1-2,9,75,0.0,2,25
常州,2020-01-05,11,10,小雨,小雨,东南风,3-4,24,93,0.0,1,24
常州,2020-01-06,16,10,小雨,小雨,南风,3-4,24,97,0.0,1,24
常州,2020-01-07,10,4,小雨,多云,西风,1-2,5,77,1.0,2,24
常州,2020-01-08,6,3,多云,多云,北风,1-2,1,76,0.0,2,25
常州,2020-01-09,8,5,多云,阴,北风,1-2,3,72,0.0,3,25
常州,2020-01-10,7,4,小雨,中雨,东北风,1-2,3,90,5.1,1,21
泰州,2020-01-04,10,4,阴,阴,东北风,1-2,10,81,0.0,2,25
泰州,2020-01-05,12,7,小雨,小雨,东风,3-4,17,95,0.0,1,17
泰州,2020-01-06,15,10,小雨,小雨,西南风,1-2,4,98,0.0,2,24
泰州,2020-01-07,15,3,小雨,小雨,西风,1-2,6,80,1.0,1,24
泰州,2020-01-08,6,0,多云,阴,西北风,1-2,1,83,1.0,3,25
泰州,2020-01-09,6,1,小雨,阴,东北风,1-2,8,80,0.0,3,25
泰州,2020-01-10,9,2,小雨,中雨,东北风,1-2,10,94,5.1,1,20
宿迁,2020-01-04,9,2,晴,多云,东风,1-2,7,74,0.0,3,22
宿迁,2020-01-05,8,6,小雨,小雨,东风,1-2,11,96,1.0,1,21
宿迁,2020-01-06,9,6,中雨,中雨,北风,1-2,11,93,5.1,1,15
宿迁,2020-01-07,6,-1,中雨,小雨,北风,1-2,9,80,5.1,1,24
宿迁,2020-01-08,4,-1,多云,多云,北风,1-2,11,75,0.0,3,25
宿迁,2020-01-09,2,1,多云,阴,东北风,1-2,11,88,0.0,3,24
宿迁,2020-01-10,5,0,多云,小雨,东北风,1-2,9,97,1.6,1,21
武汉,2020-01-04,11,4,小雨,小雨,东风,1-2,9,88,2.3,1,21
武汉,2020-01-05,11,7,小雨,小雨,东风,1-2,4,95,1.0,1,21
武汉,2020-01-06,8,4,小雨,中雨,北风,3-4,21,86,1.0,2,19
武汉,2020-01-07,7,0,小雨,多云,西北风,4-5,29,79,2.4,1,24
武汉,2020-01-08,7,1,多云,小雨,北风,1-2,6,77,0.0,1,25
武汉,2020-01-09,6,2,小雨,小雨,北风,1-2,4,85,0.0,1,21
武汉,2020-01-10,5,0,中雨,中雨,无持续风向,1-2,11,88,5.1,1,24
襄阳,2020-01-04,10,4,小雨,中雨,东南风,1-2,8,92,2.7,1,12
襄阳,2020-01-05,8,3,小雨,小雨,东北风,3-4,20,92,5.1,1,18
襄阳,2020-01-06,5,2,小雨,中雨,北风,3-4,20,89,3.8,1,17
襄阳,2020-01-07,6,1,小雨,多云,西北风,4-5,29,83,0.0,1,24
襄阳,2020-01-08,5,1,多云,小雨,北风,1-2,8,87,0.0,2,23
襄阳,2020-01-09,4,1,小雨,雨夹雪,北风,1-2,2,90,0.0,1,23
襄阳,2020-01-10,3,0,小雨,雨夹雪,无持续风向,1-2,6,90,1.0,1,24
鄂州,2020-01-04,10,5,阴,小雨,东风,1-2,8,88,1.8,1,25
鄂州,2020-01-05,12,8,小雨,小雨,东风,3-4,19,93,0.0,1,25
鄂州,2020-01-06,12,6,小雨,小雨,西北风,1-2,2,92,1.0,2,19
鄂州,2020-01-07,9,1,小雨,多云,西北风,4-5,26,86,3.1,1,24
鄂州,2020-01-08,7,2,多云,小雨,北风,3-4,22,76,0.0,1,25
鄂州,2020-01-09,6,4,小雨,小雨,东风,1-2,7,84,0.0,2,24
鄂州,2020-01-10,5,1,小雨,大雨,无持续风向,1-2,4,92,5.1,1,18
孝感,2020-01-04,11,5,阴,小雨,东风,1-2,4,92,3.6,1,16
孝感,2020-01-05,10,7,小雨,小雨,东风,1-2,3,97,1.0,1,9
孝感,2020-01-06,7,4,中雨,中雨,北风,3-4,14,89,1.5,2,10
孝感,2020-01-07,7,0,小雨,多云,西北风,4-5,28,83,3.9,1,24
孝感,2020-01-08,6,1,多云,小雨,北风,1-2,4,81,0.0,1,22
孝感,2020-01-09,6,2,小雨,小雨,北风,1-2,11,88,0.0,1,23
孝感,2020-01-10,3,1,中雨,中雨,无持续风向,1-2,7,90,5.1,1,24
黄冈,2020-01-04,11,4,阴,小雨,东风,1-2,3,88,2.0,1,25
黄冈,2020-01-05,12,9,小雨,小雨,东南风,3-4,14,93,1.0,1,25
黄冈,2020-01-06,12,6,小雨,小雨,西北风,3-4,21,91,1.0,0,19
黄冈,2020-01-07,9,1,小雨,多云,西北风,4-5,32,85,3.9,1,24
黄冈,2020-01-08,7,2,多云,小雨,西北风,1-2,9,77,0.0,1,25
黄冈,2020-01-09,6,3,中雨,小雨,北风,1-2,5,84,0.0,2,24
黄冈,2020-01-10,5,2,小雨,大雨,无持续风向,1-2,9,92,5.1,1,20
黄石,2020-01-04,11,5,阴,小雨,东风,1-2,8,91,1.0,1,25
黄石,2020-01-05,13,9,小雨,小雨,东风,4-5,27,95,0.0,2,25
黄石,2020-01-06,13,7,小雨,小雨,西北风,1-2,10,93,1.0,2,17
黄石,2020-01-07,10,1,中雨,多云,西风,4-5,26,87,2.2,1,24
黄石,2020-01-08,7,2,多云,小雨,西北风,3-4,24,74,0.0,1,25
黄石,2020-01-09,6,4,中雨,小雨,东风,1-2,10,83,1.0,1,24
黄石,2020-01-10,6,3,小雨,中雨,无持续风向,1-2,3,94,5.1,1,14
咸宁,2020-01-04,11,4,阴,多云,东北风,1-2,2,92,1.0,1,24
咸宁,2020-01-05,14,8,小雨,小雨,北风,1-2,11,94,0.0,2,25
咸宁,2020-01-06,13,5,小雨,小雨,西北风,1-2,1,95,1.0,2,8
咸宁,2020-01-07,10,0,小雨,多云,西北风,4-5,31,87,2.2,1,24
咸宁,2020-01-08,7,2,多云,小雨,北风,1-2,5,79,0.0,1,25
咸宁,2020-01-09,5,3,小雨,小雨,东北风,1-2,2,88,2.0,1,24
咸宁,2020-01-10,4,2,小雨,中雨,无持续风向,1-2,1,94,6.3,1,8
荆州,2020-01-04,9,3,小雨,小雨,西北风,1-2,11,92,4.2,1,24
荆州,2020-01-05,9,6,小雨,小雨,北风,1-2,1,96,2.1,1,16
荆州,2020-01-06,6,4,小雨,大雨,北风,4-5,28,90,2.6,1,19
荆州,2020-01-07,8,2,小雨,多云,北风,4-5,32,90,0.0,1,24
荆州,2020-01-08,7,2,小雨,小雨,北风,1-2,1,87,0.0,3,24
荆州,2020-01-09,5,2,小雨,小雨,北风,3-4,21,92,1.9,1,23
荆州,2020-01-10,5,2,中雨,中雨,无持续风向,1-2,4,87,6.3,1,22
宜昌,2020-01-04,9,3,小雨,小雨,西南风,1-2,1,83,3.5,1,24
宜昌,2020-01-05,8,5,小雨,小雨,西南风,1-2,7,91,1.3,1,21
宜昌,2020-01-06,7,4,小雨,中雨,南风,1-2,9,95,2.2,1,17
宜昌,2020-01-07,8,2,小雨,多云,西南风,1-2,5,85,0.0,1,24
宜昌,2020-01-08,6,2,小雨,小雨,东风,1-2,5,89,0.0,2,20
宜昌,2020-01-09,5,2,小雨,小雨,东南风,1-2,9,95,1.0,1,11
宜昌,2020-01-10,4,1,小雨,小雨,无持续风向,1-2,5,93,2.5,1,24
恩施,2020-01-04,9,6,小雨,小雨,东风,1-2,10,98,5.1,1,6
恩施,2020-01-05,10,8,小雨,中雨,东风,1-2,9,99,4.9,1,1
恩施,2020-01-06,10,7,大雨,小雨,东北风,1-2,6,90,5.1,1,19
恩施,2020-01-07,10,5,小雨,小雨,西北风,1-2,10,93,0.0,0,16
恩施,2020-01-08,8,5,小雨,小雨,南风,1-2,2,96,1.0,1,5
恩施,2020-01-09,8,6,小雨,小雨,东北风,1-2,6,98,1.2,1,3
恩施,2020-01-10,6,4,小雨,小雨,无持续风向,1-2,4,93,1.0,1,20
十堰,2020-01-04,12,1,小雨,中雨,东风,3-4,15,96,2.6,1,7
十堰,2020-01-05,8,3,小雨,中雨,东风,3-4,13,97,5.0,1,13
十堰,2020-01-06,6,2,小雨,小雨,东北风,1-2,1,96,5.1,1,8
十堰,2020-01-07,8,0,小雨,多云,西北风,1-2,6,90,1.2,1,15
十堰,2020-01-08,5,0,小雨,雨夹雪,东风,3-4,16,97,0.0,1,1
十堰,2020-01-09,4,0,雨夹雪,小雪,东风,1-2,10,99,0.0,3,1
十堰,2020-01-10,4,0,小雨,小雨,无持续风向,1-2,10,97,2.8,1,4
神农架,2020-01-04,9,2,小雨,小雨,东风,1-2,7,98,2.8,1,1
神农架,2020-01-05,7,0,小雨,小雨,东风,1-2,7,99,1.0,1,1
神农架,2020-01-06,5,0,雨夹雪,中雪,东风,1-2,9,99,4.4,1,1
神农架,2020-01-07,5,-1,小雨,多云,西北风,3-4,24,98,1.0,2,1
神农架,2020-01-08,4,-1,小雨,雨夹雪,东南风,1-2,4,99,0.0,3,1
神农架,2020-01-09,2,-1,小雪,小雪,东风,1-2,2,99,0.0,1,1
神农架,2020-01-10,2,-3,小雨,小雪,无持续风向,1-2,9,93,1.0,1,18
随州,2020-01-04,12,3,小雨,小雨,东风,1-2,10,96,3.5,1,8
随州,2020-01-05,9,3,小雨,小雨,东风,1-2,7,95,4.8,1,14
随州,2020-01-06,5,1,小雨,大雨,北风,3-4,13,92,5.1,1,11
随州,2020-01-07,5,-2,小雨,多云,西北风,4-5,26,88,1.0,1,24
随州,2020-01-08,6,0,多云,小雨,北风,1-2,11,87,0.0,3,21
随州,2020-01-09,5,0,小雨,小雨,北风,1-2,1,89,0.0,1,22
随州,2020-01-10,5,-1,小雨,雨夹雪,无持续风向,1-2,10,92,1.8,1,24
荆门,2020-01-04,9,3,小雨,小雨,西风,1-2,8,92,4.5,1,20
荆门,2020-01-05,8,4,小雨,小雨,东北风,3-4,24,91,3.1,1,14
荆门,2020-01-06,5,3,小雨,大雨,北风,4-5,29,90,3.7,1,19
荆门,2020-01-07,7,1,小雨,多云,北风,4-5,30,87,1.0,1,24
荆门,2020-01-08,5,1,多云,小雨,北风,3-4,20,89,0.0,3,22
荆门,2020-01-09,4,2,小雨,小雨,北风,3-4,23,92,0.0,1,22
荆门,2020-01-10,6,0,中雨,小雨,无持续风向,1-2,7,87,3.6,1,24
天门,2020-01-04,10,3,小雨,小雨,东北风,1-2,1,94,4.8,1,20
天门,2020-01-05,10,5,小雨,小雨,东风,1-2,2,98,1.3,1,11
天门,2020-01-06,7,3,中雨,中雨,北风,3-4,15,91,1.8,1,14
天门,2020-01-07,7,0,小雨,多云,西北风,4-5,30,86,2.6,1,24
天门,2020-01-08,6,2,多云,小雨,东北风,1-2,1,84,0.0,3,24
天门,2020-01-09,5,2,小雨,小雨,北风,1-2,8,90,1.0,1,19
天门,2020-01-10,3,1,中雨,中雨,无持续风向,1-2,5,89,5.1,1,21
仙桃,2020-01-04,10,4,小雨,小雨,东风,1-2,11,91,2.5,1,23
仙桃,2020-01-05,11,7,小雨,小雨,东北风,1-2,2,98,1.0,1,14
仙桃,2020-01-06,8,4,小雨,中雨,北风,3-4,24,91,1.0,1,10
仙桃,2020-01-07,7,0,小雨,多云,西北风,4-5,32,87,1.0,1,24
仙桃,2020-01-08,6,2,多云,小雨,东北风,1-2,10,82,0.0,3,24
仙桃,2020-01-09,5,2,小雨,小雨,东北风,1-2,3,89,0.0,1,21
仙桃,2020-01-10,4,0,中雨,中雨,无持续风向,1-2,6,90,5.1,1,21
潜江,2020-01-04,10,3,小雨,小雨,东北风,1-2,11,93,3.5,1,23
潜江,2020-01-05,10,6,小雨,小雨,东风,1-2,8,98,2.0,1,19
潜江,2020-01-06,7,3,小雨,中雨,北风,3-4,19,92,1.1,1,17
潜江,2020-01-07,7,0,小雨,多云,北风,4-5,25,87,1.0,1,24
潜江,2020-01-08,7,2,多云,小雨,东北风,1-2,2,84,0.0,3,24
潜江,2020-01-09,5,2,小雨,小雨,北风,1-2,9,91,1.0,1,23
潜江,2020-01-10,4,1,中雨,中雨,无持续风向,1-2,2,91,6.3,1,20
杭州,2020-01-04,10,8,小雨,阴,无持续风向,1-2,9,88,0.0,1,24
杭州,2020-01-05,14,8,阴,多云,西风,3-4,18,92,0.0,2,25
杭州,2020-01-06,22,8,多云,晴,西风,3-4,15,93,0.0,3,25
杭州,2020-01-07,24,6,小雨,阴,西风,6-7,48,73,0.0,0,24
杭州,2020-01-08,9,1,多云,晴,西风,4-5,29,76,0.0,1,25
杭州,2020-01-09,9,3,小雨,小雨,东风,3-4,19,78,0.0,3,25
杭州,2020-01-10,13,6,小雨,阴,无持续风向,1-2,6,85,3.0,1,25
湖州,2020-01-04,9,7,小雨,阴,东北风,3-4,18,86,1.0,1,24
湖州,2020-01-05,11,9,小雨,多云,西风,5-6,34,94,0.0,2,25
湖州,2020-01-06,20,10,阴,晴,西风,3-4,13,94,0.0,0,25
湖州,2020-01-07,22,5,小雨,阴,西风,4-5,30,80,0.0,2,24
湖州,2020-01-08,7,2,多云,多云,西风,4-5,25,81,0.0,1,25
湖州,2020-01-09,8,3,小雨,多云,东北风,3-4,21,82,0.0,3,25
湖州,2020-01-10,11,6,小雨,中雨,无持续风向,1-2,4,91,5.1,1,20
嘉兴,2020-01-04,10,8,小雨,阴,东北风,3-4,16,81,1.0,1,25
嘉兴,2020-01-05,13,10,阴,多云,西风,5-6,40,91,0.0,2,25
嘉兴,2020-01-06,21,11,多云,晴,西风,4-5,30,93,0.0,3,25
嘉兴,2020-01-07,22,5,小雨,阴,西风,3-4,19,79,0.0,1,24
嘉兴,2020-01-08,7,2,多云,多云,西风,5-6,38,82,0.0,1,25
嘉兴,2020-01-09,9,3,多云,多云,东风,3-4,14,84,0.0,3,25
嘉兴,2020-01-10,12,7,小雨,小雨,西风,3-4,21,90,3.8,1,25
宁波,2020-01-04,11,9,小雨,阴,北风,3-4,13,89,0.0,1,24
宁波,2020-01-05,15,11,阴,阴,西风,4-5,31,93,0.0,2,25
宁波,2020-01-06,21,15,多云,晴,西风,5-6,36,96,0.0,4,24
宁波,2020-01-07,23,6,小雨,小雨,西风,5-6,38,78,0.0,0,24
宁波,2020-01-08,8,3,多云,多云,西风,5-6,38,79,0.0,1,25
宁波,2020-01-09,10,4,多云,晴,无持续风向,1-2,2,83,0.0,1,25
宁波,2020-01-10,15,7,多云,多云,西风,3-4,24,90,0.0,3,25
绍兴,2020-01-04,10,9,小雨,阴,东北风,3-4,17,91,0.0,2,24
绍兴,2020-01-05,16,10,阴,多云,西风,4-5,32,93,0.0,2,24
绍兴,2020-01-06,21,11,多云,晴,西风,4-5,31,91,0.0,3,25
绍兴,2020-01-07,24,6,小雨,多云,西风,5-6,38,75,0.0,2,24
绍兴,2020-01-08,9,2,多云,晴,西风,4-5,27,74,0.0,1,25
绍兴,2020-01-09,9,4,小雨,多云,东北风,3-4,15,77,0.0,3,25
绍兴,2020-01-10,14,6,阴,阴,东北风,3-4,14,83,0.0,1,25
台州,2020-01-04,16,12,阴,小雨,北风,4-5,27,93,0.0,0,22
台州,2020-01-05,16,12,小雨,小雨,东北风,3-4,20,94,0.0,2,24
台州,2020-01-06,20,13,小雨,晴,西风,4-5,28,96,0.0,1,25
台州,2020-01-07,21,9,多云,晴,西风,4-5,29,79,0.0,4,24
台州,2020-01-08,12,3,晴,多云,西风,5-6,41,81,0.0,4,25
台州,2020-01-09,10,5,多云,晴,东北风,3-4,24,85,0.0,3,25
台州,2020-01-10,15,8,多云,多云,西风,3-4,17,89,0.0,4,25
温州,2020-01-04,18,13,阴,小雨,无持续风向,1-2,7,83,0.0,0,25
温州,2020-01-05,15,13,小雨,小雨,无持续风向,1-2,8,89,0.0,2,24
温州,2020-01-06,21,14,小雨,小雨,西风,3-4,13,94,0.0,1,25
温州,2020-01-07,22,9,多云,晴,西风,3-4,12,70,0.0,4,25
温州,2020-01-08,15,4,晴,晴,西风,4-5,30,69,0.0,4,25
温州,2020-01-09,12,5,晴,晴,无持续风向,1-2,8,71,0.0,4,25
温州,2020-01-10,16,8,晴,多云,无持续风向,1-2,1,76,0.0,4,25
丽水,2020-01-04,17,12,阴,阴,东北风,3-4,18,95,0.0,1,24
丽水,2020-01-05,21,13,阴,阴,西风,4-5,27,97,0.0,1,15
丽水,2020-01-06,25,14,多云,晴,西风,4-5,32,96,0.0,5,24
丽水,2020-01-07,23,6,多云,多云,西风,5-6,44,89,0.0,4,24
丽水,2020-01-08,15,3,晴,晴,北风,4-5,27,89,0.0,2,25
丽水,2020-01-09,15,6,晴,晴,东风,3-4,24,86,0.0,3,25
丽水,2020-01-10,20,8,晴,晴,西风,3-4,23,92,0.0,4,25
金华,2020-01-04,13,10,小雨,阴,无持续风向,1-2,7,94,0.0,0,24
金华,2020-01-05,18,10,阴,多云,西风,4-5,28,94,0.0,1,25
金华,2020-01-06,20,12,晴,晴,无持续风向,1-2,7,94,0.0,6,25
金华,2020-01-07,24,6,小雨,多云,西风,6-7,50,81,0.0,1,24
金华,2020-01-08,11,1,多云,晴,东风,3-4,13,82,0.0,1,25
金华,2020-01-09,11,3,小雨,多云,东风,3-4,12,80,0.0,3,25
金华,2020-01-10,16,7,晴,多云,无持续风向,1-2,8,86,0.0,4,25
衢州,2020-01-04,12,10,小雨,阴,东北风,3-4,23,95,0.0,2,17
衢州,2020-01-05,20,10,阴,多云,东北风,4-5,31,94,0.0,2,24
衢州,2020-01-06,20,10,晴,晴,无持续风向,1-2,5,94,0.0,6,25
衢州,2020-01-07,25,6,小雨,多云,西风,4-5,32,79,0.0,0,24
衢州,2020-01-08,12,3,晴,晴,东北风,3-4,22,80,0.0,1,25
衢州,2020-01-09,11,4,小雨,多云,东北风,4-5,29,80,1.0,3,25
衢州,2020-01-10,15,7,多云,多云,东北风,3-4,14,89,0.0,4,25
舟山,2020-01-04,13,10,小雨,阴,东北风,4-5,25,78,0.0,1,24
舟山,2020-01-05,16,11,阴,阴,西风,4-5,29,89,0.0,2,25
舟山,2020-01-06,16,14,多云,小雨,西风,5-6,43,95,0.0,0,15
舟山,2020-01-07,18,7,小雨,小雨,西风,6-7,53,80,0.0,2,24
舟山,2020-01-08,8,6,多云,多云,西风,6-7,45,73,1.0,1,25
舟山,2020-01-09,10,7,阴,多云,无持续风向,1-2,8,76,0.0,1,25
舟山,2020-01-10,13,10,多云,多云,西风,3-4,21,88,0.0,3,25
合肥,2020-01-04,10,6,小雨,小雨,东风,1-2,8,90,1.0,1,16
合肥,2020-01-05,10,7,小雨,小雨,东风,3-4,17,98,0.0,1,9
合肥,2020-01-06,10,8,小雨,小雨,南风,3-4,24,97,0.0,1,9
合肥,2020-01-07,9,0,小雨,阴,西北风,4-5,30,78,1.3,1,24
合肥,2020-01-08,6,0,多云,阴,北风,3-4,21,80,0.0,1,25
合肥,2020-01-09,6,4,阴,中雨,东风,3-4,16,85,0.0,3,24
合肥,2020-01-10,6,4,中雨,中雨,东北风,3-4,24,96,5.1,1,21
蚌埠,2020-01-04,11,4,晴,小雨,东风,1-2,3,85,0.0,0,9
蚌埠,2020-01-05,9,4,小雨,中雨,东风,3-4,19,98,1.0,1,10
蚌埠,2020-01-06,9,5,小雨,中雨,西南风,3-4,16,95,0.0,0,7
蚌埠,2020-01-07,8,-1,小雨,多云,北风,3-4,20,81,12.5,1,24
蚌埠,2020-01-08,5,0,晴,多云,北风,1-2,2,80,0.0,3,25
蚌埠,2020-01-09,4,2,阴,小雨,东北风,3-4,14,86,0.0,3,24
蚌埠,2020-01-10,5,3,小雨,小雨,东北风,3-4,15,97,3.8,1,17
芜湖,2020-01-04,10,7,小雨,多云,东风,1-2,1,86,1.5,1,24
芜湖,2020-01-05,12,8,小雨,小雨,东风,3-4,13,94,0.0,1,25
芜湖,2020-01-06,15,9,多云,多云,西南风,3-4,19,96,0.0,4,24
芜湖,2020-01-07,15,2,小雨,阴,西北风,3-4,18,82,0.0,1,24
芜湖,2020-01-08,7,1,多云,多云,北风,1-2,7,79,0.0,1,25
芜湖,2020-01-09,6,4,小雨,小雨,东风,3-4,24,75,0.0,3,25
芜湖,2020-01-10,7,5,中雨,中雨,东北风,3-4,21,92,5.1,1,16
淮南,2020-01-04,10,5,晴,小雨,东风,1-2,9,88,0.0,2,8
淮南,2020-01-05,9,5,小雨,小雨,东风,3-4,13,98,1.0,1,13
淮南,2020-01-06,8,5,小雨,中雨,西南风,3-4,16,95,0.0,0,8
淮南,2020-01-07,8,0,小雨,多云,北风,3-4,22,83,5.1,1,24
淮南,2020-01-08,5,1,多云,阴,北风,1-2,2,81,0.0,3,25
淮南,2020-01-09,4,3,小雨,小雨,东北风,3-4,18,87,0.0,3,24
淮南,2020-01-10,5,3,小雨,中雨,东北风,3-4,16,96,4.1,1,21
马鞍山,2020-01-04,9,6,小雨,小雨,东风,1-2,5,84,1.1,1,18
马鞍山,2020-01-05,12,6,小雨,小雨,东风,3-4,24,95,0.0,1,24
马鞍山,2020-01-06,14,9,小雨,多云,西南风,3-4,12,97,0.0,2,24
马鞍山,2020-01-07,15,2,小雨,多云,北风,3-4,19,81,0.0,1,24
马鞍山,2020-01-08,6,1,多云,多云,北风,3-4,23,76,0.0,1,25
马鞍山,2020-01-09,6,4,阴,小雨,东风,3-4,18,78,1.0,3,25
马鞍山,2020-01-10,7,5,中雨,中雨,东北风,3-4,22,93,5.1,1,22
安庆,2020-01-04,9,6,小雨,多云,东北风,3-4,16,92,1.0,1,25
安庆,2020-01-05,11,6,阴,阴,南风,1-2,4,90,0.0,1,25
安庆,2020-01-06,16,8,多云,小雨,南风,3-4,23,95,0.0,2,22
安庆,2020-01-07,15,1,小雨,阴,北风,3-4,22,82,1.0,1,24
安庆,2020-01-08,8,3,多云,小雨,东北风,3-4,13,73,0.0,1,25
安庆,2020-01-09,5,4,小雨,小雨,东北风,1-2,3,81,1.0,2,25
安庆,2020-01-10,6,4,小雨,中雨,北风,1-2,9,90,6.3,1,11
宿州,2020-01-04,11,2,多云,小雨,东北风,1-2,9,84,0.0,2,8
宿州,2020-01-05,8,4,中雨,小雨,东风,3-4,21,97,1.0,1,15
宿州,2020-01-06,8,4,中雨,中雨,北风,3-4,23,94,5.1,1,8
宿州,2020-01-07,7,-1,小雨,多云,东北风,3-4,18,85,6.2,1,24
宿州,2020-01-08,5,-1,多云,阴,北风,1-2,4,79,0.0,3,25
宿州,2020-01-09,2,1,阴,阴,东北风,3-4,19,87,0.0,3,24
宿州,2020-01-10,4,2,小雨,小雨,东北风,3-4,21,95,2.0,1,23
阜阳,2020-01-04,12,3,多云,小雨,东风,1-2,3,91,1.0,2,7
阜阳,2020-01-05,7,4,中雨,小雨,东风,3-4,12,97,1.0,1,12
阜阳,2020-01-06,6,4,中雨,大雨,北风,3-4,16,93,5.1,1,8
阜阳,2020-01-07,5,-2,小雪,阴,北风,3-4,13,85,7.8,1,24
阜阳,2020-01-08,5,1,多云,阴,东北风,1-2,5,77,0.0,3,24
阜阳,2020-01-09,3,1,小雪,小雪,东北风,3-4,16,88,0.0,2,22
阜阳,2020-01-10,3,1,小雨,小雨,东北风,1-2,1,95,2.0,1,23
亳州,2020-01-04,11,3,多云,小雨,东风,1-2,4,90,0.0,0,7
亳州,2020-01-05,6,3,小雨,小雨,东风,3-4,17,96,11.7,1,15
亳州,2020-01-06,5,2,中雨,大雨,北风,3-4,15,93,5.1,1,6
亳州,2020-01-07,4,-3,大雪,阴,北风,3-4,18,85,6.6,1,24
亳州,2020-01-08,5,-1,多云,阴,东北风,3-4,16,82,0.0,3,25
亳州,2020-01-09,2,1,阴,阴,东北风,3-4,14,80,0.0,2,24
亳州,2020-01-10,3,1,小雪,小雨,东北风,1-2,9,95,1.0,1,20
黄山,2020-01-04,11,8,小雨,多云,东北风,1-2,6,96,0.0,2,21
黄山,2020-01-05,15,8,多云,多云,东风,1-2,8,94,0.0,4,24
黄山,2020-01-06,21,10,多云,多云,南风,1-2,11,93,0.0,3,25
黄山,2020-01-07,23,3,小雨,阴,西北风,3-4,21,85,1.0,1,24
黄山,2020-01-08,9,1,阴,晴,东北风,1-2,8,89,0.0,1,25
黄山,2020-01-09,10,6,小雨,阴,东风,1-2,2,77,0.0,4,25
黄山,2020-01-10,12,8,小雨,中雨,北风,1-2,10,88,1.7,1,25
滁州,2020-01-04,10,4,多云,小雨,东风,1-2,7,83,0.0,2,13
